Date,Open,High,Low,Close,Volume
2021-02-16 12:00:00,4116.1,4116.55,4064.64,4073.95,1931326643
2021-02-17 08:00:00,4087.73,4124.8,4074.98,4121.97,2545473188
2021-02-17 12:00:00,4121.97,4137.89,4096.92,4108.19,2875275255
2021-02-18 08:00:00,4104.38,4137.5,4100.01,4122.95,1626302309
2021-02-18 12:00:00,4122.95,4129.14,4079.67,4094.74,1708925833
2021-02-19 08:00:00,4096.83,4135.23,4083.8,4133.7,2246262529
2021-02-19 12:00:00,4133.7,4201.0,4129.42,4178.72,2391392318
2021-02-22 08:00:00,4177.63,4194.68,4170.24,4185.51,1579577516
2021-02-22 12:00:00,4185.51,4213.76,4143.04,4211.13,1774776119
2021-02-23 08:00:00,4192.55,4213.03,4190.61,4206.67,2384986282
2021-02-23 12:00:00,4206.67,4211.81,4165.39,4189.45,2608142560
2021-02-24 08:00:00,4192.0,4293.77,4186.73,4288.98,851360598
2021-02-24 12:00:00,4288.98,4320.89,4276.94,4308.18,898654599
2021-02-25 08:00:00,4313.98,4331.49,4310.84,4318.93,2033453899
2021-02-25 12:00:00,4318.93,4328.24,4285.64,4307.0,2305962136
2021-02-26 08:00:00,4310.76,4324.51,4286.24,4306.75,2131295283
2021-02-26 12:00:00,4306.75,4318.77,4281.42,4306.34,2163525362
2021-03-01 08:00:00,4306.2,4323.84,4268.8,4272.8,2403640702
2021-03-01 12:00:00,4272.8,4313.66,4254.26,4267.6,2289512731
2021-03-02 08:00:00,4279.74,4323.35,4277.3,4294.58,1067627882
2021-03-02 12:00:00,4294.58,4314.05,4253.98,4278.21,1221709470
2021-03-03 08:00:00,4269.75,4301.13,4264.66,4265.97,2207714654
2021-03-03 12:00:00,4265.97,4266.34,4203.77,4205.92,2388493533
2021-03-04 08:00:00,4215.41,4219.69,4168.09,4174.61,1622818447
2021-03-04 12:00:00,4174.61,4198.96,4166.19,4191.58,1682034150
2021-03-05 08:00:00,4175.2,4209.85,4161.02,4202.8,1683579409
2021-03-05 12:00:00,4202.8,4207.38,4177.23,4199.92,2037543937
2021-03-08 08:00:00,4221.76,4239.46,4211.87,4223.19,1596553745
2021-03-08 12:00:00,4223.19,4274.19,4220.1,4246.38,1690900330
2021-03-09 08:00:00,4274.56,4276.88,4234.2,4235.32,1014130226
2021-03-09 12:00:00,4235.32,4240.46,4199.94,4204.84,1072755073
2021-03-10 08:00:00,4188.0,4231.01,4182.37,4190.19,957283922
2021-03-10 12:00:00,4190.19,4221.14,4141.42,4144.68,1076395798
2021-03-11 08:00:00,4137.04,4194.82,4134.97,4184.01,1903334948
2021-03-11 12:00:00,4184.01,4206.75,4174.82,4192.35,2299609934
2021-03-12 08:00:00,4208.46,4238.96,4201.34,4237.76,1657677130
2021-03-12 12:00:00,4237.76,4303.31,4235.45,4271.97,1773381586
2021-03-15 08:00:00,4282.68,4290.34,4243.55,4244.28,2392018921
2021-03-15 12:00:00,4244.28,4268.39,4234.19,4267.42,2733859421
2021-03-16 08:00:00,4271.35,4295.15,4245.14,4290.36,2120050901
2021-03-16 12:00:00,4290.36,4296.28,4254.62,4258.36,2235998472
2021-03-17 08:00:00,4265.18,4299.63,4255.32,4283.68,1274015294
2021-03-17 12:00:00,4283.68,4306.22,4221.71,4223.34,1363573038
2021-03-18 08:00:00,4234.95,4240.55,4211.61,4229.81,1213765667
2021-03-18 12:00:00,4229.81,4256.6,4224.56,4238.12,1555532500
2021-03-19 08:00:00,4245.19,4264.03,4243.27,4258.06,1588289913
2021-03-19 12:00:00,4258.06,4283.3,4254.33,4263.34,1552901631
2021-03-22 08:00:00,4260.74,4298.04,4258.7,4292.93,1895555256
2021-03-22 12:00:00,4292.93,4293.72,4223.01,4223.88,2243302171
2021-03-23 08:00:00,4247.22,4274.52,4246.42,4247.1,830226990
2021-03-23 12:00:00,4247.1,4295.59,4221.97,4281.86,929143903
2021-03-24 08:00:00,4279.67,4318.15,4272.45,4301.84,2144965308
2021-03-24 12:00:00,4301.84,4342.59,4295.25,4304.11,2251916480
2021-03-25 08:00:00,4287.47,4291.1,4256.98,4267.82,1432533956
2021-03-25 12:00:00,4267.82,4286.89,4244.73,4278.74,1758943273
2021-03-26 08:00:00,4277.79,4311.53,4263.6,4296.96,1579895841
2021-03-26 12:00:00,4296.96,4322.22,4296.03,4312.3,1626981464
2021-03-29 08:00:00,4315.52,4338.12,4301.1,4320.47,1443919435
2021-03-29 12:00:00,4320.47,4335.79,4294.23,4334.12,1750515756
2021-03-30 08:00:00,4340.72,4392.01,4334.4,4373.08,1791606423
2021-03-30 12:00:00,4373.08,4394.75,4360.67,4382.92,1963331721
2021-03-31 08:00:00,4386.53,4403.84,4366.43,4397.45,1559355732
2021-03-31 12:00:00,4397.45,4406.3,4361.8,4404.32,1897825239
2021-04-01 08:00:00,4387.36,4389.28,4362.96,4385.54,1441298130
2021-04-01 12:00:00,4385.54,4392.58,4342.16,4359.55,1679099448
2021-04-05 08:00:00,4395.24,4402.36,4368.13,4393.99,1519224916
2021-04-05 12:00:00,4393.99,4403.05,4337.12,4351.74,1767798708
2021-04-06 08:00:00,4357.13,4408.85,4355.98,4408.13,1282595176
2021-04-06 12:00:00,4408.13,4448.88,4405.8,4413.88,1483899849
2021-04-07 08:00:00,4419.28,4433.29,4375.02,4385.76,1630243125
2021-04-07 12:00:00,4385.76,4434.17,4379.31,4428.29,1868493970
2021-04-08 08:00:00,4444.32,4459.31,4425.73,4427.77,3038022127
2021-04-08 12:00:00,4427.77,4440.05,4383.01,4391.78,3300218571
2021-04-09 08:00:00,4384.57,4403.64,4364.51,4399.95,1698525122
2021-04-09 12:00:00,4399.95,4418.84,4369.23,4417.78,1737588104
2021-04-12 08:00:00,4441.75,4443.98,4391.19,4399.92,1436954107
2021-04-12 12:00:00,4399.92,4410.72,4332.93,4340.79,1702975034
2021-04-13 08:00:00,4336.68,4337.95,4295.18,4311.67,1072147853
2021-04-13 12:00:00,4311.67,4323.83,4286.69,4311.33,1164096819
2021-04-14 08:00:00,4310.38,4339.36,4310.29,4317.82,2115674078
2021-04-14 12:00:00,4317.82,4386.87,4312.93,4376.11,2076475079
2021-04-15 08:00:00,4388.52,4422.77,4384.68,4419.34,2020940236
2021-04-15 12:00:00,4419.34,4456.87,4413.17,4433.7,2051020517
2021-04-16 08:00:00,4419.1,4434.33,4406.28,4431.59,1515719162
2021-04-16 12:00:00,4431.59,4465.1,4426.78,4464.07,1714901482
2021-04-19 08:00:00,4462.75,4494.48,4429.01,4429.49,2034367848
2021-04-19 12:00:00,4429.49,4435.05,4385.19,4406.43,2338187294
2021-04-20 08:00:00,4435.13,4452.67,4426.19,4440.65,1299587428
2021-04-20 12:00:00,4440.65,4510.92,4439.39,4504.14,1663328721
2021-04-21 08:00:00,4534.15,4567.6,4520.3,4526.0,1765080584
2021-04-21 12:00:00,4526.0,4536.94,4478.01,4487.08,1935235914
2021-04-22 08:00:00,4476.36,4521.65,4459.43,4520.67,1237765278
2021-04-22 12:00:00,4520.67,4522.54,4477.52,4483.27,1280167439
2021-04-23 08:00:00,4465.83,4469.63,4425.32,4427.65,2242070778
2021-04-23 12:00:00,4427.65,4449.55,4407.26,4449.23,2467849383
2021-04-26 08:00:00,4447.75,4467.06,4432.14,4462.44,2270820059
2021-04-26 12:00:00,4462.44,4495.52,4413.27,4436.74,2312199359
2021-04-27 08:00:00,4456.38,4475.77,4445.0,4450.4,1860428750
2021-04-27 12:00:00,4450.4,4463.57,4419.85,4445.67,1828138539
2021-04-28 08:00:00,4486.21,4503.33,4474.73,4481.74,1160884249
2021-04-28 12:00:00,4481.74,4544.47,4474.13,4475.31,1124468069
2021-04-29 08:00:00,4464.67,4491.15,4445.73,4465.15,1257989475
2021-04-29 12:00:00,4465.15,4465.68,4422.48,4435.53,1439324116
2021-04-30 08:00:00,4455.88,4465.08,4442.26,4461.08,1850327236
2021-04-30 12:00:00,4461.08,4477.26,4448.37,4460.6,1975328938
2021-05-03 08:00:00,4481.06,4513.26,4465.35,4501.1,1656817159
2021-05-03 12:00:00,4501.1,4512.95,4469.8,4505.65,1829118385
2021-05-04 08:00:00,4512.73,4519.44,4495.95,4515.92,2347878122
2021-05-04 12:00:00,4515.92,4542.92,4508.45,4517.18,2922779420
2021-05-05 08:00:00,4529.56,4566.98,4526.8,4559.06,2147880967
2021-05-05 12:00:00,4559.06,4593.85,4547.95,4592.98,2215056294
2021-05-06 08:00:00,4599.26,4624.54,4596.62,4609.98,4209789745
2021-05-06 12:00:00,4609.98,4610.52,4555.17,4560.53,4335324787
2021-05-07 08:00:00,4573.74,4600.88,4558.42,4590.95,1847562266
2021-05-07 12:00:00,4590.95,4603.89,4514.67,4531.93,2355163723
2021-05-10 08:00:00,4516.01,4531.01,4465.37,4490.14,2558185725
2021-05-10 12:00:00,4490.14,4504.9,4467.44,4490.94,2963519257
2021-05-11 08:00:00,4470.35,4483.98,4451.4,4474.99,1247745438
2021-05-11 12:00:00,4474.99,4480.5,4405.83,4426.92,1355887823
2021-05-12 08:00:00,4408.33,4412.39,4365.54,4365.97,2960019130
2021-05-12 12:00:00,4365.97,4405.43,4344.89,4390.19,2764748789
2021-05-13 08:00:00,4403.42,4404.46,4349.2,4365.73,1895206329
2021-05-13 12:00:00,4365.73,4367.6,4326.64,4327.14,1905506528
2021-05-14 08:00:00,4318.04,4324.82,4281.13,4281.71,1351207814
2021-05-14 12:00:00,4281.71,4314.05,4273.36,4311.28,1556760089
2021-05-17 08:00:00,4343.14,4352.56,4311.22,4330.03,1293218079
2021-05-17 12:00:00,4330.03,4342.95,4307.33,4332.02,1325139789
2021-05-18 08:00:00,4346.0,4355.61,4309.26,4333.78,1647411897
2021-05-18 12:00:00,4333.78,4395.74,4327.39,4393.93,1848556472
2021-05-19 08:00:00,4401.44,4415.08,4366.82,4368.86,1749558794
2021-05-19 12:00:00,4368.86,4417.84,4355.0,4390.44,1811674009
2021-05-20 08:00:00,4386.13,4434.99,4382.55,4431.72,1236954071
2021-05-20 12:00:00,4431.72,4443.19,4380.12,4394.85,1334366997
2021-05-21 08:00:00,4398.48,4408.27,4367.49,4368.98,1800332319
2021-05-21 12:00:00,4368.98,4408.21,4365.23,4365.62,1856777220
2021-05-24 08:00:00,4377.6,4412.17,4374.49,4382.76,941909583
2021-05-24 12:00:00,4382.76,4433.08,4378.89,4417.55,1058643879
2021-05-25 08:00:00,4411.91,4432.93,4393.6,4428.08,2260437961
2021-05-25 12:00:00,4428.08,4532.33,4423.97,4513.37,2401710638
2021-05-26 08:00:00,4499.06,4502.63,4454.33,4467.41,1878686671
2021-05-26 12:00:00,4467.41,4494.24,4448.19,4474.1,1931472468
2021-05-27 08:00:00,4464.6,4484.27,4459.19,4468.64,1779365342
2021-05-27 12:00:00,4468.64,4511.62,4463.13,4503.3,2047070924
2021-05-28 08:00:00,4484.67,4539.32,4483.71,4536.62,1488992601
2021-05-28 12:00:00,4536.62,4582.26,4528.73,4570.12,1801159652
2021-06-01 08:00:00,4565.76,4567.81,4535.17,4546.74,2234979215
2021-06-01 12:00:00,4546.74,4630.33,4546.56,4626.68,2492758563
2021-06-02 08:00:00,4665.33,4683.62,4656.8,4674.6,1395598213
2021-06-02 12:00:00,4674.6,4729.67,4670.36,4708.31,1518093228
2021-06-03 08:00:00,4712.81,4729.88,4693.68,4725.03,1915502903
2021-06-03 12:00:00,4725.03,4751.59,4691.44,4707.23,2073236668
2021-06-04 08:00:00,4694.6,4734.3,4691.08,4730.57,1319629361
2021-06-04 12:00:00,4730.57,4748.4,4683.67,4706.84,1458447020
2021-06-07 08:00:00,4716.74,4727.37,4692.92,4723.39,1917481975
2021-06-07 12:00:00,4723.39,4753.08,4711.46,4725.8,2128103403
2021-06-08 08:00:00,4725.16,4789.59,4720.71,4789.09,1829841573
2021-06-08 12:00:00,4789.09,4794.56,4750.75,4777.28,1928025366
2021-06-09 08:00:00,4777.54,4860.94,4775.66,4852.42,2848217419
2021-06-09 12:00:00,4852.42,4859.73,4758.45,4833.58,2933691959
2021-06-10 08:00:00,4849.75,4858.51,4821.15,4831.84,1475433747
2021-06-10 12:00:00,4831.84,4871.84,4805.26,4822.0,1768055810
2021-06-11 08:00:00,4806.62,4848.44,4806.13,4842.14,1394939509
2021-06-11 12:00:00,4842.14,4843.45,4792.88,4813.33,1451704679
2021-06-14 08:00:00,4811.63,4859.13,4799.27,4848.65,2003407846
2021-06-14 12:00:00,4848.65,4854.34,4759.33,4773.42,1948740264
2021-06-15 08:00:00,4766.26,4810.92,4764.85,4790.16,1645789502
2021-06-15 12:00:00,4790.16,4822.16,4779.18,4809.06,1667336080
2021-06-16 08:00:00,4830.89,4844.45,4814.13,4823.92,1277673521
2021-06-16 12:00:00,4823.92,4844.71,4794.53,4799.53,1366306384
2021-06-17 08:00:00,4794.87,4818.65,4787.95,4802.57,1469997961
2021-06-17 12:00:00,4802.57,4859.94,4788.01,4851.44,1651705557
2021-06-18 08:00:00,4884.24,4913.39,4872.12,4896.49,2070578924
2021-06-18 12:00:00,4896.49,4911.65,4850.94,4891.37,2348026772
2021-06-21 08:00:00,4881.96,4901.75,4857.1,4871.12,1373398326
2021-06-21 12:00:00,4871.12,4907.56,4857.73,4870.46,1453513387
2021-06-22 08:00:00,4851.94,4917.8,4850.32,4884.4,2191588980
2021-06-22 12:00:00,4884.4,4908.68,4863.74,4895.19,2176848549
2021-06-23 08:00:00,4904.76,4936.28,4900.79,4921.13,1474119163
2021-06-23 12:00:00,4921.13,4955.0,4885.87,4903.29,1587679642
2021-06-24 08:00:00,4907.64,4911.72,4880.56,4900.99,1918217063
2021-06-24 12:00:00,4900.99,4936.22,4889.62,4928.14,2074366685
2021-06-25 08:00:00,4917.33,4954.02,4911.11,4943.79,1489487055
2021-06-25 12:00:00,4943.79,4958.79,4889.64,4913.98,1684997717
2021-06-28 08:00:00,4928.23,4968.78,4917.8,4961.78,1968167860
2021-06-28 12:00:00,4961.78,5046.51,4960.27,5034.73,2316458190
2021-06-29 08:00:00,5058.09,5073.18,5039.82,5047.37,1669300462
2021-06-29 12:00:00,5047.37,5048.74,5009.83,5010.46,1779293193
2021-06-30 08:00:00,5003.44,5007.87,4940.83,4961.02,1417710365
2021-06-30 12:00:00,4961.02,5003.28,4947.12,4998.08,1458703084
2021-07-01 08:00:00,4985.11,5002.05,4963.44,4983.46,1792426228
2021-07-01 12:00:00,4983.46,5079.58,4978.1,5064.3,2116897092
2021-07-02 08:00:00,5067.29,5105.57,5060.93,5097.09,1991596470
2021-07-02 12:00:00,5097.09,5173.22,5088.91,5158.95,2068809130
2021-07-06 08:00:00,5164.2,5181.39,5149.38,5171.03,1227871866
2021-07-06 12:00:00,5171.03,5180.0,5126.84,5156.18,1296903127
2021-07-07 08:00:00,5149.2,5166.41,5127.34,5165.33,1100682714
2021-07-07 12:00:00,5165.33,5210.08,5143.29,5188.95,1330733527
2021-07-08 08:00:00,5167.65,5187.53,5161.07,5185.08,1119802280
2021-07-08 12:00:00,5185.08,5194.83,5139.9,5147.65,1261435316
2021-07-09 08:00:00,5162.12,5193.36,5145.84,5171.3,2553422113
2021-07-09 12:00:00,5171.3,5198.85,5165.36,5177.66,3203122690
2021-07-12 08:00:00,5165.13,5182.12,5150.46,5175.21,2379256690
2021-07-12 12:00:00,5175.21,5179.28,5116.88,5134.04,2458398394
2021-07-13 08:00:00,5127.29,5166.76,5123.93,5144.52,2334872122
2021-07-13 12:00:00,5144.52,5175.52,5131.15,5171.26,2519604755
2021-07-14 08:00:00,5181.83,5182.54,5140.35,5143.29,1295054718
2021-07-14 12:00:00,5143.29,5176.08,5116.76,5126.07,1388966359
2021-07-15 08:00:00,5139.69,5164.28,5127.24,5151.11,1839762091
2021-07-15 12:00:00,5151.11,5161.12,5120.52,5133.04,2061507135
2021-07-16 08:00:00,5135.95,5151.99,5104.83,5113.72,969506871
2021-07-16 12:00:00,5113.72,5154.12,5089.49,5128.47,1106390316
2021-07-19 08:00:00,5108.76,5116.27,5071.48,5072.84,1730389683
2021-07-19 12:00:00,5072.84,5131.3,5048.44,5116.24,1973873206
2021-07-20 08:00:00,5125.24,5159.37,5124.51,5149.46,1396206259
2021-07-20 12:00:00,5149.46,5161.08,5111.77,5144.29,1378942833
2021-07-21 08:00:00,5135.22,5234.73,5129.29,5234.35,2150792299
2021-07-21 12:00:00,5234.35,5336.06,5230.24,5332.34,2354171836
2021-07-22 08:00:00,5327.64,5336.64,5301.85,5315.33,1476282778
2021-07-22 12:00:00,5315.33,5356.61,5287.54,5332.1,1456049497
2021-07-23 08:00:00,5373.43,5401.08,5363.28,5392.7,1506234094
2021-07-23 12:00:00,5392.7,5519.19,5380.65,5506.92,1743269878
2021-07-26 08:00:00,5500.86,5562.49,5497.07,5561.46,1692251466
2021-07-26 12:00:00,5561.46,5563.76,5439.72,5461.18,2046054387
2021-07-27 08:00:00,5439.9,5482.42,5435.43,5440.96,1719651327
2021-07-27 12:00:00,5440.96,5442.87,5387.34,5419.22,1925931642
2021-07-28 08:00:00,5450.11,5460.58,5431.26,5448.12,1707382168
2021-07-28 12:00:00,5448.12,5502.91,5425.1,5501.87,1895513713
2021-07-29 08:00:00,5472.8,5486.11,5429.61,5441.07,1137025694
2021-07-29 12:00:00,5441.07,5489.56,5416.44,5429.51,1269178850
2021-07-30 08:00:00,5425.68,5437.69,5387.36,5396.0,1288734696
2021-07-30 12:00:00,5396.0,5427.3,5373.72,5400.37,1250793957
2021-08-02 08:00:00,5404.65,5424.91,5376.91,5417.27,3048537363
2021-08-02 12:00:00,5417.27,5434.42,5371.05,5385.72,3334436990
2021-08-03 08:00:00,5400.95,5413.78,5378.97,5390.21,1156337282
2021-08-03 12:00:00,5390.21,5452.29,5388.61,5448.76,1240017130
2021-08-04 08:00:00,5460.82,5479.46,5445.93,5449.0,2281812487
2021-08-04 12:00:00,5449.0,5492.63,5429.68,5475.89,2757619789
2021-08-05 08:00:00,5470.37,5511.17,5457.4,5494.35,1545272425
2021-08-05 12:00:00,5494.35,5510.95,5456.04,5502.35,1858390313
2021-08-06 08:00:00,5493.19,5572.6,5489.73,5566.47,1557860702
2021-08-06 12:00:00,5566.47,5577.52,5532.52,5533.76,1756673539
2021-08-09 08:00:00,5546.42,5551.87,5462.0,5466.98,1369539131
2021-08-09 12:00:00,5466.98,5647.06,5455.69,5643.04,1423858905
2021-08-10 08:00:00,5663.63,5719.25,5659.77,5713.17,2957085352
2021-08-10 12:00:00,5713.17,5743.5,5697.5,5732.94,3103807164
2021-08-11 08:00:00,5718.63,5741.26,5704.42,5731.33,1525386852
2021-08-11 12:00:00,5731.33,5780.83,5725.05,5766.37,1701094429
2021-08-12 08:00:00,5751.87,5770.46,5730.97,5733.68,2036536620
2021-08-12 12:00:00,5733.68,5765.12,5665.73,5694.79,2112266412
2021-08-13 08:00:00,5704.43,5726.86,5677.03,5704.89,1418889591
2021-08-13 12:00:00,5704.89,5719.64,5644.43,5664.42,1571411947
2021-08-16 08:00:00,5656.76,5671.37,5634.75,5645.29,1308779995
2021-08-16 12:00:00,5645.29,5698.58,5629.87,5692.54,1331078648
2021-08-17 08:00:00,5695.42,5757.71,5694.41,5722.83,2609760361
2021-08-17 12:00:00,5722.83,5734.27,5656.89,5660.31,2848192455
2021-08-18 08:00:00,5635.86,5651.41,5612.71,5626.75,1716202907
2021-08-18 12:00:00,5626.75,5639.75,5587.62,5589.05,1927916674
2021-08-19 08:00:00,5586.09,5604.58,5572.75,5576.69,1412129766
2021-08-19 12:00:00,5576.69,5621.39,5575.1,5610.02,1758325033
2021-08-20 08:00:00,5628.58,5679.59,5625.3,5663.83,2020713643
2021-08-20 12:00:00,5663.83,5681.01,5529.41,5558.36,2206896805
2021-08-23 08:00:00,5551.74,5598.47,5546.06,5582.4,1452212682
2021-08-23 12:00:00,5582.4,5586.81,5518.76,5559.11,1614442507
2021-08-24 08:00:00,5569.82,5604.15,5541.17,5553.43,2478505266
2021-08-24 12:00:00,5553.43,5613.42,5548.2,5581.14,2961040243
2021-08-25 08:00:00,5597.89,5607.67,5572.13,5577.78,2005587895
2021-08-25 12:00:00,5577.78,5613.11,5556.14,5605.72,2411481197
2021-08-26 08:00:00,5632.68,5659.06,5599.39,5607.01,2275237321
2021-08-26 12:00:00,5607.01,5644.93,5606.28,5637.79,2679168997
2021-08-27 08:00:00,5627.72,5652.7,5602.85,5624.0,2551591376
2021-08-27 12:00:00,5624.0,5659.57,5591.23,5653.29,3175700209
2021-08-30 08:00:00,5666.57,5681.91,5643.74,5669.98,1251477496
2021-08-30 12:00:00,5669.98,5712.69,5663.11,5692.21,1346065389
2021-08-31 08:00:00,5687.39,5693.56,5670.42,5673.19,1534508815
2021-08-31 12:00:00,5673.19,5737.6,5672.81,5733.97,1566112181
2021-09-01 08:00:00,5729.6,5770.36,5716.42,5759.34,851781656
2021-09-01 12:00:00,5759.34,5777.56,5717.65,5729.27,906073424
2021-09-02 08:00:00,5752.41,5773.5,5717.41,5727.89,2732476016
2021-09-02 12:00:00,5727.89,5730.85,5681.87,5691.79,2799351081
2021-09-03 08:00:00,5696.96,5720.78,5671.74,5708.44,1091312221
2021-09-03 12:00:00,5708.44,5717.95,5646.53,5664.4,1173013441
2021-09-07 08:00:00,5666.07,5716.53,5659.63,5704.69,2173976857
2021-09-07 12:00:00,5704.69,5741.53,5655.61,5711.76,2365443655
2021-09-08 08:00:00,5714.29,5769.85,5706.38,5732.99,1892208934
2021-09-08 12:00:00,5732.99,5749.45,5689.08,5729.09,2120489215
2021-09-09 08:00:00,5716.82,5760.95,5707.99,5749.42,1834115014
2021-09-09 12:00:00,5749.42,5793.46,5724.66,5765.41,2030005273
2021-09-10 08:00:00,5773.84,5848.42,5773.18,5840.73,2095347682
2021-09-10 12:00:00,5840.73,5920.25,5840.02,5908.47,2143489243
2021-09-13 08:00:00,5899.39,5929.29,5877.51,5922.66,1878978894
2021-09-13 12:00:00,5922.66,5987.46,5917.21,5974.55,2267632036
2021-09-14 08:00:00,5994.34,5997.22,5929.58,5943.15,1224994974
2021-09-14 12:00:00,5943.15,5946.9,5890.03,5926.91,1585914538
2021-09-15 08:00:00,5923.24,5988.0,5894.59,5982.69,1748353928
2021-09-15 12:00:00,5982.69,5987.86,5931.68,5942.42,1875398388
2021-09-16 08:00:00,5957.01,6004.4,5942.14,5998.59,1963738486
2021-09-16 12:00:00,5998.59,6005.88,5923.14,5931.5,2285279872
2021-09-17 08:00:00,5944.84,5949.82,5899.86,5941.28,1575826711
2021-09-17 12:00:00,5941.28,5965.72,5932.52,5956.52,1605866978
2021-09-20 08:00:00,5966.31,5977.09,5936.15,5961.78,1216057318
2021-09-20 12:00:00,5961.78,6082.22,5948.74,6044.16,1438650489
2021-09-21 08:00:00,6045.53,6048.56,5938.26,5952.73,1703305422
2021-09-21 12:00:00,5952.73,6084.04,5945.69,6074.87,1961470841
2021-09-22 08:00:00,6097.41,6126.51,6076.38,6109.24,1491153180
2021-09-22 12:00:00,6109.24,6129.75,6070.39,6074.47,1619938294
2021-09-23 08:00:00,6086.8,6140.57,6081.71,6119.44,1370729953
2021-09-23 12:00:00,6119.44,6143.54,6077.69,6130.94,1492103748
2021-09-24 08:00:00,6129.15,6145.95,6099.9,6102.81,1647820781
